PMID	Title	Abstract
15577244	Tyrosinase inhibitors from Rhododendron collettianum and their structure-activity relationship (SAR) studies.	A new coumarinolignoid 8'-epi-cleomiscosin A (1) together with the new glycoside 8-O-beta-D-glucopyranosyl-6-hydroxy-2-methyl-4H-1-benzopyrane-4-one (2) have been isolated from the aerial parts of Rhododendron collettianum and their structures determined on the basis of spectroscopic evidences. Tyrosinase inhibition study of these compounds and their structure-activity relationship (SAR) were also investigated. The compounds exhibited potent to mild inhibition activity against the enzyme. Especially, the compound 1 showed strong inhibition (IC50=1.33 microM) against the enzyme tyrosinase, as compared to the standard tyrosinase inhibitors kojic acid (IC50=16.67 microM) and L-mimosine (IC50=3.68 microM), indicating its potential used for the treatment of hyperpigmentation associated with the high production of melanocytes.
23598400	P300 during response inhibition is associated with ad-lib alcohol consumption in social drinkers.	Reduced amplitude of the cortical P300 event-related potential (ERP) component during response inhibition is associated with vulnerability to alcohol use disorders. In the current study, we investigated the effect of an experimental manipulation of response conflict on the amplitude of the P300 component during response inhibition, and examined whether individual differences in the amplitude of this P300 component would predict voluntary ad-lib alcohol consumption, in social drinkers. Using a repeated measures design, 16 participants performed a stop-signal task after receiving instructions that either emphasised or de-emphasised response conflict while their electroencephalogram (EEG) was concurrently recorded, before their ad-lib drinking was assessed. Results revealed that task instructions had the predicted effects on behavioural indices of response inhibition and the associated P300 components. Most importantly, individual differences in the amplitude of P300 subcomponents during response inhibition were negatively correlated with ad-lib alcohol consumption. Results provide the first experimental support for theoretical models that posit that reduced amplitude of the P300 during response inhibition is associated with alcohol-seeking behaviour in humans.
23142559	TNF-α-induced CXCL8 production by A549 cells: involvement of the non-neuronal cholinergic system.	It was recently suggested that the non-neuronal cholinergic system has a regulatory role in pulmonary inflammation. We investigated this system's involvement in the control of cytokine production by the A549 human alveolar epithelial cell line. CXCL8 and acetylcholine (ACh) concentrations were measured using ELISA and LC-MS/MS, respectively. The mRNA expression of muscarinic receptor (MR) subtypes was determined using RT-PCR. In A549 cells, TNF-α increased the release of CXCL8 and ACh and the expression of the subtype 3 MR (M3R). Furthermore, TNF-α-induced CXCL8 secretion was (i) inhibited by the MR antagonist tiotropium and the M3R antagonist 4-DAMP and (ii) enhanced by the M1/M3R agonist pilocarpine and the cholinesterase inhibitor physostigmine. Taken as a whole, these results suggest that ACh release by A549 cells enhances TNF-α-induced CXCL8 secretion through activation of the M3R. Western blot analysis revealed that pilocarpine and physostigmine enhanced the TNF-α-induced phosphorylation of ERK1/2 and p38 MAPK and the degradation of IκBα. Inhibition of these pathways with specific inhibitors abrogated the pilocarpine-induced CXCL8 release. Our results suggest that the TNF-α-induced secretion of CXCL8 in A549 cells is regulated by the release of ACh, the latter's binding to the M3R and the downstream activation of NF-κB and the ERK1/2 and p38 MAPK signaling pathways. Our findings suggest that MR antagonists may have anti-inflammatory effects by preventing pro-inflammatory events driven by endogenous, non-neuronal ACh.
23355467	Role of fat body lipogenesis in protection against the effects of caloric overload in Drosophila.	The Drosophila fat body is a liver- and adipose-like tissue that stores fat and serves as a detoxifying and immune responsive organ. We have previously shown that a high sugar diet leads to elevated hemolymph glucose and systemic insulin resistance in developing larvae and adults. Here, we used stable isotope tracer feeding to demonstrate that rearing larvae on high sugar diets impaired the synthesis of esterified fatty acids from dietary glucose. Fat body lipid profiling revealed changes in both carbon chain length and degree of unsaturation of fatty acid substituents, particularly in stored triglycerides. We tested the role of the fat body in larval tolerance of caloric excess. Our experiments demonstrated that lipogenesis was necessary for animals to tolerate high sugar feeding as tissue-specific loss of orthologs of carbohydrate response element-binding protein or stearoyl-CoA desaturase 1 resulted in lethality on high sugar diets. By contrast, increasing the fat content of the fat body by knockdown of king-tubby was associated with reduced hyperglycemia and improved growth and tolerance of high sugar diets. Our work supports a critical role for the fat body and the Drosophila carbohydrate response element-binding protein ortholog in metabolic homeostasis in Drosophila.
19836445	Screening for (anti)androgenic properties using a standard operation protocol based on the human stably transfected androgen sensitive PALM cell line. First steps towards validation.	Despite more than a decade of research in the field of endocrine active compounds targeting the androgen receptor (AR), and although suitable cell lines can be obtained, no validated human stably transfected androgen sensitive transactivation assay is available. Bayer Schering Pharma (BSP) and the Flemish Institute for Technological Research (VITO), partners within the EU-sponsored 6th framework project ReProTect, made first steps towards such a validation. A standard operation protocol (SOP) developed at BSP based on the androgen sensitive PALM cell line was transferred to VITO and its performance and transferability were thoroughly studied. The investigation followed a generic protocol prepared for all reporter gene assays evaluated within ReProTect, and in both laboratories at least three independent experiments were performed. The highest concentration to be tested was limited to 10 microM, if needed. A few compounds, 17alpha-methyltestosterone (17alpha-MT), vinclozolin and linuron, were studied using a real world scenario, i.e., assuming that their interaction with the AR was not known: A prescreening for agonism and true, competitive antagonism was used to select conditions such as the appropriate mode of action, and the working range excluding cytotoxicity for the final screening. All other compounds were tested according to the generic protocol: Compounds screened for agonism were the reference androgen 17alpha-methyldihydrotestosterone (MDHT), levonorgestrel, norethynodrel, progesterone, o,p'-DDT, and dibutylphthalate (DBP), while compounds screened for antagonism were the reference anti-androgen flutamide, prochloraz, o,p'-DDT, progesterone, norethynodrel, and DBP. Cytotoxicity was assessed in parallel as lactate dehydrogenase release. The prescreen classified 17alpha-MT as androgenic, vinclozolin and linuron as anti-androgenic and compounds were tested accordingly. In the absence of cytotoxicity, appropriate androgenic properties of reference and test compounds were detected by both laboratories, o,p'-DDT and DBP had no androgenic activity. Across the two laboratories EC(50)-values for MDHT, 17alpha-MT, and levonorgestrel varied by not more than a factor of 3.4, for norethynodrel by a factor of 9.7. Progesterone effects could not fully be evaluated, as frequently concentration response curves were incomplete. In the absence of cytotoxicity anti-androgenic properties of reference and test compounds were also detected in both laboratories. DBP, the putative negative reference compound, was inactive, norethynodrel rather showed agonistic properties. Progesterone was an antagonist at low concentrations, but agonistic properties were observed in one laboratory at high concentrations. Since the highest test concentration was limited to 10 microM, for some compounds no complete concentration response curves were obtained and estimation of EC(50)-values was less robust. Our data demonstrated that the SOP was transferable, and that the assay was able to rank compounds with strong, weak, and without affinity for the AR and to discriminate agonists and antagonists. The sensitivity of the assay could be improved further, if the limit of solubility or beginning cytotoxicity was chosen as the highest test concentration. The assay avoids the use of tissues from laboratory animals, and thus contributes to the 3R concept. Furthermore, it could be adjusted to an intermediate/high throughput format. On the whole, this PALM assay is a promising candidate for further validation.
10231134	Is phentermine an inhibitor of monoamine oxidase? A critical appraisal.	Phentermine produces a spectrum of concentration-dependent biochemical effects. It interacts with NE transporters at 0.1 microM, DA transporters at about 1 microM, 5-HT transporters at 15 microM and MAO-A at about 100 microM. When administered at typical anorectic doses, phentermine primarily interacts with DA and NE transporters and does not produce biochemical or neurochemical effects which would occur if it were inhibiting MAO-A. Some other explanation other than MAO inhibition must be sought to explain how oral phentermine increases platelet 5-HT, since platelet MAO-B does not metabolize platelet 5-HT, and since amphetamine-type drugs are even weaker inhibitors of MAO-B than MAO-A. Clinical studies in humans have shown that amphetamine, which is a more potent inhibitor of MAO-A than phentermine, does not inhibit MAO-A at therapeutic doses. Neither phentermine alone, fluoxetine alone or their combined use have been associated with cardiac valvulopathy, and clinical experience has shown their combined use to be free of significant adverse effects. Viewed collectively, there appears to be no data to support the hypothesis that phentermine inhibits MAO at typical therapeutic doses.
8922768	The reversal of profound mivacurium-induced neuromuscular blockade.	PURPOSE: Mivacurium is metabolized by plasma cholinesterase catalyzed ester hydrolysis. Acetylcholinesterase antagonists used in the reversal of muscle relaxation may also inhibit plasma cholinesterase and, therefore, delay the hydrolysis of mivacurium. The clinical interaction between acetylcholinesterase antagonists and mivacurium induced neuromuscular blockade was studied. METHOD: Intraoperative muscle relaxation was maintained with a mivacurium infusion to achieve a constant intense block (first twitch, T1, 2-3% of control). Patients were randomly divided into three groups. Patients in Group 1 received no anticholinesterase, in Group 2 neostigmine 0.07 mg.kg-1, and in Group 3 edrophonium 1 mg.kg-1. The times between termination of the mivacurium infusion (Group 1) or the administration of the anticholinesterase (Groups 2 and 3) to 25%, 50%, 75% and 95% T1 recovery, and to 50%, 70% and 90% recovery in the ratio, T4/T1 (TR) were recorded. RESULT: In the neostigmine Group, T1 recovery to 25%, 50% and 75% (2.32 +/- 1.41, 3.90 +/- 1.85 and 6.88 +/- 2.66 min) was accelerated compared with control (3.36 +/- 1.34, 5.78 +/- 2.22, and 8.58 +/- 3.60, and), but recovery to 95% (18.53 +/- 9.09 vs 13.29 +/- 5.24 min) was delayed. Also, TR recovery to 50%, 70%, and 90% was slower (14.47 +/- 8.73, 21.25 +/- 11.06 and 31.37 +/- 12.11 min vs 11.75 +/- 3.74, 13.78 +/- 4.39 and 17.86 +/- 6.44 min). However, all T1 and TR recovery times were decreased in the edrophonium group (0.88 +/- 0.51, 2.00 +/- 1.50, 4.97 +/- 2.96, and 9.35 +/- 5.24 min for T1 and 6.86 +/- 3.93, 9.05 +/- 4.51 and 12.24 +/- 6.66 min for TR). CONCLUSION: Neostigmine reversal of intense mivacurium neuromuscular block should be avoided, as this may result in prolongation of the block.
23378608	Apelin inhibits diet-induced obesity by enhancing lymphatic and blood vessel integrity.	Angiogenesis is tightly associated with the outgrowth of adipose tissue, leading to obesity, which is a risk factor for type 2 diabetes and hypertension, mainly because expanding adipose tissue requires an increased nutrient supply from blood vessels. Therefore, induction of vessel abnormality by adipokines has been well studied, whereas how altered vascular function promotes obesity is relatively unexplored. Also, surviving Prox1 heterozygous mice showed abnormal lymphatic patterning and adult-onset obesity, indicating that accumulation of adipocytes could be closely linked with lymphatic function. Here we propose a new anti-obesity strategy based on enhancement of lymphatic and blood vessel integrity with apelin. Apelin-knockout mice given a high-fat diet showed an obese phenotype associated with abnormal lymphatic and blood vessel enlargement. Fatty acids present in the high-fat diet induced hyperpermeability of endothelial cells, causing adipocyte differentiation, whereas apelin promoted vascular stabilization. Moreover, treatment of high-fat-diet-fed apelin-knockout mice with a selective cyclooxygenase-2 inhibitor, celecoxib, improved vascular function, and also attenuated obesity. Finally, apelin transgenic mice showed decreased subcutaneous adipose tissue owing to inhibition of high-fat-diet-induced hyperpermeability of vessels. These results indicate that apelin inhibits high-fat-diet-induced obesity by enhancing vessel integrity. Apelin could serve as a therapeutic target for treating obesity and related diseases.
12204108	Effects of pravastatin sodium on mevalonate metabolism in common marmosets.	In experimental animals and humans, the concentration of serum mevalonate (MVA), a direct product of 3-hydroxy-3-methylglutaryl coenzyme A (HMG-CoA) reductase, is considered to reflect the activity of whole-body sterol synthesis. The relationship between the concentration of serum MVA and the activity of sterol synthesis in tissues, however, has not been fully clarified. In the present study, we examined MVA metabolism by using pravastatin, a liver-selective inhibitor of HMG-CoA reductase, and common marmosets, a good model animal for studying lipid metabolism. In the time course study, the maximal reduction in the concentration of serum MVA was observed 2 h after a single oral administration of 30 mg/kg pravastatin to common marmosets. We, therefore, examined the relationship between the concentrations of serum and hepatic MVA, and sterol synthesis in some tissues at this time point. Sterol synthesis was determined ex vivo in tissue slices by measuring the incorporation of [14C]acetate into digitonin-precipitable [14C]sterols. Pravastatin at 0.03-30 mg/kg reduced dose-dependently the activity of hepatic sterol synthesis, whereas no significant reduction of sterol synthesis was observed in other tissues such as intestine, kidney, testis and spleen, even with the highest dose (30 mg/kg). The liver-specific inhibition of sterol synthesis caused parallel reductions in the concentrations of both serum and liver MVA. In addition, there were good correlations between the concentration of either serum or hepatic MVA and the activity of hepatic sterol synthesis. These data indicate that the major origin of serum MVA is the liver, and that the concentration of serum MVA reflects the concentration of hepatic MVA and the activity of hepatic sterol synthesis 2 h after a single oral administration of pravastatin in common marmosets.
17016511	Inhibition of cardiac voltage-gated sodium channels by grape polyphenols.	BACKGROUND AND PURPOSE: The cardiovascular benefits of red wine consumption are often attributed to the antioxidant effects of its polyphenolic constituents, including quercetin, catechin and resveratrol. Inhibition of cardiac voltage-gated sodium channels (VGSCs) is antiarrhythmic and cardioprotective. As polyphenols may also modulate ion channels, and possess structural similarities to several antiarrhythmic VGSC inhibitors, we hypothesised that VGSC inhibition may contribute to cardioprotection by these polyphenols. EXPERIMENTAL APPROACH: The whole-cell voltage-clamp technique was used to record peak and late VGSC currents (INa) from recombinant human heart NaV1.5 channels expressed in tsA201 cells. Right ventricular myocytes from rat heart were isolated and single myocytes were field-stimulated. Either calcium transients or contractility were measured using the calcium-sensitive dye Calcium-Green 1AM or video edge detection, respectively. KEY RESULTS: The red grape polyphenols quercetin, catechin and resveratrol blocked peak INa with IC50s of 19.4 microM, 76.8 microM and 77.3 microM, respectively. In contrast to lidocaine, resveratrol did not exhibit any frequency-dependence of peak INa block. Late INa induced by the VGSC long QT mutant R1623Q was reduced by resveratrol and quercetin. Resveratrol and quercetin also blocked late INa induced by the toxin, ATX II, with IC50s of 26.1 microM and 24.9 microM, respectively. In field-stimulated myocytes, ATXII-induced increases in diastolic calcium were prevented and reversed by resveratrol. ATXII-induced contractile dysfunction was delayed and reduced by resveratrol. CONCLUSIONS AND IMPLICATIONS: Our results indicate that several red grape polyphenols inhibit cardiac VGSCs and that this effect may contribute to the documented cardioprotective efficacy of red grape products.
23376120	Gastrodin attenuation of the inflammatory response in H9c2 cardiomyocytes involves inhibition of NF-κB and MAPKs activation via the phosphatidylinositol 3-kinase signaling.	The phenolic glucoside gastrodin, a main constituent of a Chinese traditional herbal medicine, has been known to display several biological and pharmacological properties. However, the role and precise molecular mechanisms explaining how gastrodin suppresses the inflammatory response in septic cardiac dysfunction are unknown. To study this, rat H9c2 cardiomyocytes were treated with gastrodin and/or lipopolysaccharide (LPS). Our results showed that gastrodin treatment strongly suppressed nuclear factor-κB (NF-κB) and mitogen-activated protein kinases (MAPKs) family activation and upregulation of the expression of inducible nitric oxide synthase (iNOS), cyclooxygenase-2 (COX-2), tumor necrosis factor-α (TNF-α), and interleukin-6 (IL-6) in LPS-stimulated H9c2 cardiomyocytes. Simultaneously, gastrodin obviously upregulated the phosphatidylinositol 3-kinase (PI3-K)/Akt signaling in a dose-dependent manner. However, wortmannin, a specific PI3-K inhibitor, blocked the inhibitory effects of gastrodin on LPS-stimulated H9c2 cardiomyocytes. Furthermore, PI3-K/Akt inhibition partially abolished the inhibitory effects of gastrodin on the phosphorylation of inhibitor κB-α (IκB-α), extracellular signal-regulated kinase 1/2 (ERK1/2), c-Jun N-terminal protein kinase (JNK), and p38 mitogen-activated protein kinase (p38 MAPK), and activity of NF-κB. Here we report activation of the PI3-K/Akt signaling by gastrodin and that inhibition of this pathway reverses the inhibitory effects of gastrodin on NF-κB and MAPKs activation in H9c2 cardiomyocytes.
23042952	Differential cell-protective function of two resveratrol (trans-3,5,4'-trihydroxystilbene) glucosides against oxidative stress.	Resveratrol (trans-3,5,4'-trihydroxystilbene; RSV), a natural polyphenol, exerts a beneficial effect on health and diseases. RSV targets and activates the NAD(+)-dependent protein deacetylase SIRT1; in turn, SIRT1 induces an intracellular antioxidative mechanism by inducing mitochondrial superoxide dismutase (SOD2). Most RSV found in plants is glycosylated, and the effect of these glycosylated forms on SIRT1 has not been studied. In this study, we compared the effects of RSV and two glycosyl RSVs, resveratrol-3-O-β-d-glucoside (3G-RSV; polydatin/piceid) and resveratrol-4'-O-β-d-glucoside (4'G-RSV), at the cellular level. In oxygen radical absorbance capacity and 2,2-diphenyl-1-picrylhydrazyl radical scavenging assays, the antioxidant activity of 3G-RSV was comparable to that of RSV, whereas the radical-scavenging efficiency of 4'G-RSV was less than 50% of that of RSV. However, 4'G-RSV, but not 3G-RSV, induced SIRT1-dependent histone H3 deacetylation and SOD2 expression in mouse C2C12 skeletal myoblasts; as with RSV, SIRT1 knockdown blunted these effects. RSV and 4'G-RSV, but not 3G-RSV, mitigated oxidative stress-induced cell death in C2C12 cells and primary neonatal rat cardiomyocytes. RSV and 4'G-RSV inhibited C2C12 cell proliferation, but 3G-RSV did not. RSV was found in both the intracellular and extracellular fractions of C2C12 cells that had been incubated with 4'G-RSV, indicating that 4'G-RSV was extracellularly deglycosylated to RSV, which was then taken up by the cells. C2C12 cells did not deglycosylate 3G-RSV. Our results point to 4'G-RSV as a useful RSV prodrug with high water solubility. These data also show that the in vitro antioxidative activity of these molecules did not correlate with their ability to protect cells from oxidative stress-induced apoptosis.
10434156	[Psychopharmacological profile of venlafaxine].	Venlafaxine is an antidepressant which blocks reuptake of noradrenaline and serotonin and, to a lesser extent, dopamine. These data have been confirmed by behavioral tests. It has been shown that by decreasing the overall cerebral quantity of 5-HT and NA, venlafaxine continued to have an antidepressant action in animal models. In addition, the drug has been shown to act preferentially on 5-HT1A and 5-HT1B receptors.
23374869	Inhibition of monoamine oxidase by phthalide analogues.	Based on recent reports that the small molecules, isatin and phthalimide, are suitable scaffolds for the design of high potency monoamine oxidase (MAO) inhibitors, the present study examines the MAO inhibitory properties of a series of phthalide [2-benzofuran-1(3H)-one] analogues. Phthalide is structurally related to isatin and phthalimide and it is demonstrated here that substitution at C6 of the phthalide moiety yields compounds endowed with high binding affinities to both human MAO isoforms. Among the nineteen homologues evaluated, the lowest IC(50) values recorded for the inhibition of MAO-A and -B were 0.096 and 0.0014 μM, respectively. In most instances, C6-substituted phthalides exhibit MAO-B specific inhibition. Among a series of 6-benzyloxyphthalides bearing substituents on the para position of the phenyl ring the general order of potency was CF(3) > I > Br > Cl > F > CH(3) > H. The results also show that the binding modes of representative phthalides are reversible and competitive at both MAO isoforms. Based on these data, C6-substituted phthalides may serve as leads for the development of therapies for neurodegenerative disorders such as Parkinson's disease.
10381787	Dose-dependent inhibition of platelet cyclooxygenase-1 and monocyte cyclooxygenase-2 by meloxicam in healthy subjects.	We evaluated whether therapeutic blood levels of meloxicam are associated with selective inhibition of monocyte cyclooxygenase (COX)-2 in vitro and ex vivo. Concentration-response curves for the inhibition of monocyte COX-2 and platelet COX-1 were obtained in vitro after the incubation of meloxicam with whole blood samples. Moreover, 11 healthy volunteers received placebo or 7.5 or 15 mg/day meloxicam, each treatment for 7 consecutive days, according to a randomized, double-blind, crossover design. Before dosing and 24 h after the seventh dose of each regimen, heparinized whole blood samples were incubated with lipopolysaccharide (10 microgram/ml) for 24 h at 37 degrees C, and prostaglandin E2 was measured in plasma as an index of monocyte COX-2 activity. The production of thromboxane B2 in whole blood allowed to clot at 37 degrees C for 60 min was assessed as an index of platelet COX-1 activity. The administration of placebo did not significantly affect plasma prostaglandin E2 (21. 3 +/- 7.5 versus 19.1 +/- 4 ng/ml, mean +/- S.D., n = 11) or serum thromboxane B2 (426 +/- 167 versus 425 +/- 150 ng/ml) levels. In contrast, the administration of 7.5 and 15 mg of meloxicam caused dose-dependent reductions in monocyte COX-2 activity by 51% and 70%, respectively, and in platelet COX-1 activity by 25% and 35%, respectively. Although the IC50 value of meloxicam for inhibition of COX-1 was 10-fold higher than the IC50 value of COX-2 in vitro, this biochemical selectivity was inadequate to clearly separate the effects of meloxicam on the two isozymes after oral dosing as a function of the daily dose and interindividual variation in steady-state plasma levels.
23499662	The bizarre pharmacology of the ATP release channel pannexin1.	Pannexins were originally thought to represent a second and redundant family of gap junction proteins in addition to the well characterized connexins. However, it is now evident that pannexins function as unapposed membrane channels and the major role of Panx1 is that of an ATP release channel. Despite the contrasting functional roles, connexins, innexins and pannexins share pharmacological properties. Most gap junction blockers also attenuate the function of Panx1, including carbenoxolone, mefloquine and flufenamic acid. However, in contrast to connexin based gap junction channels, Panx1 channel activity can be attenuated by several groups of drugs hitherto considered very specific for other proteins. The drugs affecting Panx1 channels include several transport inhibitors, chloride channel blockers, mitochondrial inhibitors, P2X7 receptor ligands, inflammasome inhibitors and malaria drugs. These observations indicate that Panx1 may play an extended role in a wider spectrum of physiological functions. Alternatively, Panx1 may share structural domains with other proteins, not readily revealed by sequence alignments. This article is part of a Special Issue entitled 'Connexin based channels'
16472148	Cilostazol: therapeutic potential against focal cerebral ischemic damage.	Cilostazol was developed as a selective inhibitor of cyclic nucleotide phosphodiesterase 3 (PDE3). The anti-platelet and vasodilator properties of cilostazol have been extensively characterized and considered to contribute to the variety of clinical effects such as intermittent claudication and recurrent stroke. In this review, the novel action mechanism (s) of cilostazol are overviewed with the focus on the action of cilostazol in in vitro and in vivo studies as a maxi-K channel opener targeting anti-apoptotic signaling pathways. Under treatment with cilostazol (10 mg/kg intravenously or 30 mg/kg orally), a significant reduction in cerebral infarct area was evident in rats subjected to ischemia/reperfusion. Increase in cyclic AMP and decrease in TNF-alpha levels were identified in the ipsilateral cortex under treatment with cilostazol accompanied by decreased Bax formation and cytochrome c release with increased Bcl-2 production in the penumbral area as well as in the in vitro human umbilical endothelial cells. Cilostazol suppressed TNF-alpha-induced decrease in viability of SK-N-SH (human neuroblastoma) cells and HCN-1A (human cortical neuron) cells in association with decrease in PTEN phosphorylation and increase in Akt/CREB phosphorylation with suppression of DNA fragmentation, all of which were antagonized by iberiotoxin, a maxi-K(+) channel blocker. Further, cilostazol prevented TNF-alpha-induced PTEN phosphorylation and apoptotic cell death via increased CK2 phosphorylation in the SK-N-SH cells. Cilostazol increased K(+) current in SK-N-SH cells by opening the maxi-K channels. Thus, it was suggested that the action of cilostazol to promote cell survival was ascribed to the maxi-K channel opening-coupled upregulation of CK2 phosphorylation and downregulation of PTEN phosphorylation with resultant increased phosphorylation of Akt and CREB. These in vitro data were confirmed in the in vivo results of rats subjected to focal transient ischemic damage.
23265901	Synthesis and evaluation of 8-oxoadenine derivatives as potent Toll-like receptor 7 agonists with high water solubility.	We report the discovery of novel series of highly potent TLR7 agonists based on 8-oxoadenines, 1 and 2 by introducing and optimizing various tertiary amines onto the N(9)-position of the adenine moiety. The introduction of the amino group resulted in not only improved water solubility but also enhanced TLR7 agonistic activity. In particular compound 20 (DSR-6434) indicated an optimal balance between the agonistic potency and high water solubility. It also demonstrated a strong antitumor effect in vivo by intravenous administration in a tumor bearing mice model.
15714982	[Treatment of androgen-independent hormone refractory prostate cancer using docetaxel].	Although prostate cancer patients with metastatic lesion initially respond to androgen ablation therapy, almost patients develop to hormone-refractory states. The optimal treatment for men with hormone refractory prostate cancer (HRPC) has not been established. Docetaxel is a semisynthetic taxane that inhibit tumor growth by induction of microtubule stabilization and promotion of bcl-2 inactivation, which induce apoptosis. Docetaxel as single agent has significant anti-tumor effect in HRPC patients. Docetaxel combined with estramustine or other antimicrotubular agents have shown further significant cytotoxicity in HRPC patients. In the United States, Food and Drug Administration (FDA) approved docetaxel, injection in combination with prednisone for the treatment of patients with advanced metastatic prostate cancer in 2004.
19531491	Novel inhibitors complexed with glutamate dehydrogenase: allosteric regulation by control of protein dynamics.	Mammalian glutamate dehydrogenase (GDH) is a homohexameric enzyme that catalyzes the reversible oxidative deamination of l-glutamate to 2-oxoglutarate using NAD(P)(+) as coenzyme. Unlike its counterparts from other animal kingdoms, mammalian GDH is regulated by a host of ligands. The recently discovered hyperinsulinism/hyperammonemia disorder showed that the loss of allosteric inhibition of GDH by GTP causes excessive secretion of insulin. Subsequent studies demonstrated that wild-type and hyperinsulinemia/hyperammonemia forms of GDH are inhibited by the green tea polyphenols, epigallocatechin gallate and epicatechin gallate. This was followed by high throughput studies that identified more stable inhibitors, including hexachlorophene, GW5074, and bithionol. Shown here are the structures of GDH complexed with these three compounds. Hexachlorophene forms a ring around the internal cavity in GDH through aromatic stacking interactions between the drug and GDH as well as between the drug molecules themselves. In contrast, GW5074 and bithionol both bind as pairs of stacked compounds at hexameric 2-fold axes between the dimers of subunits. The internal core of GDH contracts when the catalytic cleft closes during enzymatic turnover. None of the drugs cause conformational changes in the contact residues, but all bind to key interfaces involved in this contraction process. Therefore, it seems likely that the drugs inhibit enzymatic turnover by inhibiting this transition. Indeed, this expansion/contraction process may play a major role in the inter-subunit communication and allosteric regulation observed in GDH.
16885432	Modafinil occupies dopamine and norepinephrine transporters in vivo and modulates the transporters and trace amine activity in vitro.	2-[(Diphenylmethyl) sulfinyl]acetamide (modafinil), prescribed principally to treat narcolepsy, is undergoing assessment for other neuropsychiatric disorders and medical conditions. The neurochemical substrates of modafinil are unresolved. We postulated that modafinil enhances wakefulness by modulating dopamine (DAT), norepinephrine (NET), or serotonin (SERT) transporter activities. In vivo, we determined DAT and NET occupancy by modafinil by positron emission tomography imaging; in vitro, we determined modafinil activity at the DAT, NET, SERT, and rhesus monkey trace amine receptor 1 (TA1). In rhesus monkey, modafinil occupancy of striatal DAT was detected by [(11)C]2beta-carbomethoxy-3beta-4-(fluorophenyl)tropane and of thalamic NET by [(11)C](S,S)-2-(alpha-(2-methoxyphenoxy)-benzyl)morpholine. In vitro, modafinil effects in DAT-human embryonic kidney (HEK), NET-HEK, and SERT-HEK cells were investigated alone or combined with the TA1 receptor. Modafinil (i.v.) occupied striatal DAT sites (5 mg/kg: 35 +/- 12%, n = 4; 8 mg/kg: 54 +/- 3%, n = 3). In thalamus, modafinil occupied NET sites (5 mg/kg: 16 +/- 7.8%, n = 6; 8 mg/kg: 44 +/- 12%; n = 2). In vitro, modafinil inhibited [(3)H]dopamine (IC(50) = 6.4 microM), [(3)H]norepinephrine (IC(50) = 35.6 microM), and [(3)H]serotonin (IC(50) > 500 microM) transport via the human DAT, NET, and SERT. Modafinil did not activate the TA1 receptor in TA1-HEK cells, but it augmented a monoamine transporter-dependent enhancement of phenethylamine activation of TA1 in TA1-DAT and TA1-NET cells, but not in TA1-SERT cells. The present data provide compelling evidence that modafinil occupies the DAT and NET in living brain of rhesus monkeys and raise the possibility that modafinil affects wakefulness by interacting with catecholamine transporters in brain.
2892392	Effect of nizatidine and cimetidine on betazole-stimulated gastric secretion of normal subjects: comparison of effects on acid, water, and pepsin.	The effect of nizatidine, a new histamine H2 receptor antagonist, on gastric secretory function of eight normal subjects stimulated with betazole, was compared with that of cimetidine. Single oral doses of 75 mg, 150 mg, and 300 mg nizatidine, 300 mg cimetidine, and a placebo were administered on separate occasions 1 h before betazole stimulation. Gastric secretions were recovered in 15-min fractions for the ensuing 2 h, and the pH, H+ concentration and output, volume, and pepsin concentration and output were determined. Doses of 150 mg and 300 mg nizatidine depressed the secretory response significantly more than did cimetidine. The antisecretory effects of 75 mg nizatidine was no different than that of 300 mg cimetidine. Nizatidine 300 mg inhibited pepsin output significantly more than volume. Although pepsin concentration was reduced more than volume, the difference was not significant. These observations, in contrast to results of previous studies, suggest a direct inhibition of pepsin secretion, although to a lesser extent than that of acid.
10730683	Orlistat, a new lipase inhibitor for the management of obesity.	Orlistat, a weight-loss agent with a novel mechanism of action, recently was approved by the Food and Drug Administration for the treatment of obesity. It inhibits gastric and pancreatic lipases in the lumen of the gastrointestinal tract to decrease systemic absorption of dietary fat. In several trials lasting up to 2 years, orlistat was more effective than diet alone for weight reduction and maintenance of lost weight. Orlistat treatment also results in modest improvements in total cholesterol, low-density lipoprotein, blood pressure, and fasting glucose and insulin concentrations. The major adverse effects are gastrointestinal, usually occur early in therapy, and tend to decrease with continued treatment. Because orlistat may decrease the absorption of fat-soluble vitamins, a standard multiple-vitamin supplement is recommended daily during therapy to prevent abnormalities in vitamin serum concentrations. The potential for severe gastrointestinal discomfort and the modest degree of weight loss may limit the agent's clinical utility. Its long-term safety and effectiveness for weight maintenance, cost-effectiveness of treatment, and overall reduction in obesity-related morbidity and mortality remain to be determined.
